	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
67168	Recording089	participant29_trial03	Entire Recording	1		Fixation	Partial	1	0	75	75			0.5066	0.30075	3.60015										
67169	Recording089	participant29_trial03	Entire Recording	1		Saccade	Partial	1	75	105	30							175.98	218.2				0.5066	0.30075		
67170	Recording089	participant29_trial03	Entire Recording	1		Saccade	Partial	2	165	185	20							110.08	110.08							
67171	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	3	265	345	80							214.68	315.28							
67172	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	4	355	545	190							216.61	432.98							
67173	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	5	565	685	120							187.2	245.01							
67174	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	6	745	815	70							270.93	522.67							
67175	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	7	825	874	50							156.32	177.61							
67176	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	8	884	924	40							309.85	436.77							
67177	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	9	934	1014	80							151.06	190.73							
67178	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	10	1034	1074	40							108.23	113.22						0.33276999999999995	0.64148
67179	Recording089	participant29_trial03	Entire Recording	1	fullstream	Fixation	Whole	2	1074	1224	150			0.33276999999999995	0.64148	3.3206599999999997										
67180	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Whole	11	1224	1254	30						351.59	129.36	155.03	11.87			0.33276999999999995	0.64148	0.46921	0.66167
67181	Recording089	participant29_trial03	Entire Recording	1	fullstream	Fixation	Whole	3	1254	1544	290			0.46921	0.66167	3.08924										
67182	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	12	1544	1564	20							253.58	253.58				0.46921	0.66167		
67183	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	13	1664	1694	30							318.64	361.52						0.49233000000000005	0.67384
67184	Recording089	participant29_trial03	Entire Recording	1	fullstream	Fixation	Whole	4	1694	1834	140			0.49233000000000005	0.67384	3.07782										
67185	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	14	1834	1874	40							166.6	222.56				0.49233000000000005	0.67384		
67186	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Partial	15	1934	1964	30							209.87	263.25						0.50163	0.54994
67187	Recording089	participant29_trial03	Entire Recording	1	fullstream	Fixation	Whole	5	1964	2534	570			0.50163	0.54994	3.12224										
67188	Recording089	participant29_trial03	Entire Recording	1	fullstream	Saccade	Whole	16	2534	2544	10						244.77	111.69	111.69	2.84			0.50163	0.54994	0.48033000000000003	0.59515
