	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
6753	Recording013	participant10_trial01	Entire Recording	1		Fixation	Partial	1	0	155	155			0.46521	0.26139	2.7138										
6754	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	2	255	775	520			0.46693	0.26393	2.51396										
6755	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	3	795	1254	460			0.46607	0.28751	2.56394										
6756	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	4	1274	1454	180			0.49506999999999995	0.31077	2.82789										
6757	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	1	1554	1574	20							132.24	158.57							
6758	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	5	1624	1694	70			0.6583	0.27196	2.82749										
6759	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	2	1694	1704	10							103.17	103.17				0.6583	0.27196		
6760	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	3	1714	1744	30							304.12	373.46							
6761	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	4	2094	2144	50							313.1	406.36							
6762	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	5	2214	2304	90							134.32	158.49							
6763	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	6	2344	2364	20							239.71	282.94							
6764	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	7	2394	2404	10							141.59	141.59							
6765	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	8	2424	2444	20							154.88	154.88							
6766	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	9	2464	2534	70							115.17	127.55							
6767	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	10	2544	2573	30							703.0	939.01							
6768	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	11	2673	2733	60							292.37	474.3							
6769	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	12	2773	2793	20							139.77	139.77							
6770	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	13	2873	2903	30							218.59	270.08						0.38391	0.54097
6771	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	6	2903	3003	100			0.38391	0.54097	2.59809										
6772	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	7	3023	3143	120			0.40249	0.54032	2.57585										
6773	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	14	3263	3293	30							607.81	787.51							
6774	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	15	3363	3393	30							461.22	546.37							
6775	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	8	3463	3573	110			0.5117	0.49988	2.51464										
6776	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	9	3593	3743	150			0.5383899999999999	0.50962	2.5558799999999997										
6777	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	10	3763	3993	230			0.55728	0.57234	2.55925										
6778	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	11	4013	4093	80			0.5807399999999999	0.6349899999999999	2.53485										
6779	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	12	4163	4272	110			0.59107	0.67466	2.57471										
6780	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	13	4312	4552	240			0.5933	0.68903	2.59691										
6781	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	16	4552	4572	20							130.18	130.18				0.5933	0.68903		
6782	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	14	4642	4852	210			0.53071	0.67652	2.61822										
6783	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	15	4892	5152	260			0.52252	0.62798	2.64819										
6784	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	17	5192	5212	20							104.95	104.95						0.53138	0.6873199999999999
6785	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Whole	16	5212	5452	240			0.53138	0.6873199999999999	2.68548										
6786	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Whole	18	5452	5472	20						353.63	120.39	121.21	3.83			0.53138	0.6873199999999999	0.57353	0.69203
6787	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	17	5472	5592	120			0.57353	0.69203	2.73248										
6788	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	18	5612	5722	110			0.56766	0.67215	2.73487										
6789	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	19	5762	5942	180			0.52727	0.63957	2.71913										
6790	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	20	6011	6101	90			0.47384	0.6058600000000001	2.69555										
6791	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	19	6121	6151	30							174.44	174.44							
6792	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	20	6161	6201	40							435.78	566.96							
6793	Recording013	participant10_trial01	Entire Recording	1	fullstream	Saccade	Partial	21	6241	6261	20							146.78	169.33						0.73802	0.6876800000000001
6794	Recording013	participant10_trial01	Entire Recording	1	fullstream	Fixation	Partial	21	6261	6331	70			0.73802	0.6876800000000001	2.6510700000000003										
