	Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
33088	Recording051	participant21_trial01	Entire Recording	1		Fixation	Partial	1	0	155	155			0.55675	0.25296	2.92161										
33089	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	1	155	175	20							198.17	198.17				0.55675	0.25296		
33090	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	2	335	355	20							1308.58	1308.58							
33091	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	3	385	405	20							144.97	151.43						0.47205	0.25085
33092	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	2	405	725	320			0.47205	0.25085	2.7281299999999997										
33093	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Whole	4	725	785	60						75.78	211.45	256.79	3.52			0.47205	0.25085	0.48906000000000005	0.18375999999999998
33094	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	3	785	1124	340			0.48906000000000005	0.18375999999999998	2.59061										
33095	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	5	1124	1144	20							180.66	180.68				0.48906000000000005	0.18375999999999998		
33096	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	6	1164	1184	20							164.5	169.05							
33097	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	7	1224	1244	20							183.19	183.31						0.47513999999999995	0.26249
33098	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	4	1244	1384	140			0.47513999999999995	0.26249	2.56833										
33099	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	8	1384	1424	40							129.97	146.42				0.47513999999999995	0.26249		
33100	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	9	1444	1504	60							393.67	747.54							
33101	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	10	1774	1844	70							256.89	377.74							
33102	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	11	1854	1924	70							300.58	401.35							
33103	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	12	2104	2154	50							347.34	570.41							
33104	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	13	2184	2204	20							198.71	202.71							
33105	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	14	2214	2234	20							102.4	102.41							
33106	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	15	2244	2274	30							387.6	416.93							
33107	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	16	2284	2364	80							139.89	148.59							
33108	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	17	2384	2434	50							114.45	130.83						0.39891	0.57618
33109	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	5	2434	2553	120			0.39891	0.57618	2.8152										
33110	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Whole	18	2553	2563	10						306.46	107.01	107.01	6.76			0.39891	0.57618	0.45753999999999995	0.65552
33111	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	6	2563	2773	210			0.45753999999999995	0.65552	2.65022										
33112	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Whole	19	2773	2793	20						70.28	186.72	195.31	5.16			0.45753999999999995	0.65552	0.48703	0.57326
33113	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Partial	7	2793	3113	320			0.48703	0.57326	2.59774										
33114	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	20	3173	3213	40							918.53	1494.64						0.49596	0.59882
33115	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	8	3213	3473	260			0.49596	0.59882	2.52137										
33116	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Whole	21	3473	3503	30						255.03	137.4	153.36	4.53			0.49596	0.59882	0.47467	0.6784600000000001
33117	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	9	3503	4402	899			0.47467	0.6784600000000001	2.55163										
33118	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Whole	22	4402	4422	20						64.73	123.57	126.34	3.19			0.47467	0.6784600000000001	0.49761000000000005	0.62989
33119	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	10	4422	5262	839			0.49761000000000005	0.62989	2.7313										
33120	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Whole	23	5262	5282	20						281.99	145.61	172.28	1.33			0.49761000000000005	0.62989	0.504	0.65997
33121	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	11	5282	5542	260			0.504	0.65997	2.70507										
33122	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Whole	24	5542	5552	10						109.92	106.65	106.65	5.69			0.504	0.65997	0.46998999999999996	0.56613
33123	Recording051	participant21_trial01	Entire Recording	1	fullstream	Fixation	Whole	12	5552	6211	660			0.46998999999999996	0.56613	2.7113										
33124	Recording051	participant21_trial01	Entire Recording	1	fullstream	Saccade	Partial	25	6211	6281	70							378.43	555.71				0.46998999999999996	0.56613		
